2011-00-04 04:11:00;nil;17533;0
2011-00-04 04:50:00;nil;17533;0
2011-00-04 05:05:00;nil;17533;0
2011-00-04 05:07:00;nil;17533;0
2011-00-04 05:16:00;nil;17533;0
2011-00-04 05:16:00;nil;17533;0
2011-00-04 05:18:00;nil;17533;0
2011-00-04 05:37:00;nil;17533;1
2011-00-04 06:12:00;nil;17533;0
2011-00-04 06:20:00;nil;17533;0
2011-00-04 06:26:00;nil;17533;0
2011-00-04 06:30:00;nil;17533;0
2011-00-04 06:38:00;nil;17533;0
2011-00-04 06:48:00;nil;17533;0
2011-00-12 05:37:00;nil;17533;0
2011-00-12 06:10:00;nil;17533;0
2011-00-12 06:11:00;nil;17533;0
2011-00-12 06:12:00;nil;17533;0
2011-00-12 06:20:00;nil;17533;0
2011-00-12 06:21:00;nil;17533;0
2011-00-12 06:21:00;nil;17533;0
2011-00-12 06:29:00;nil;17533;0
2011-00-12 07:24:00;nil;17533;0
2011-00-26 08:51:00;nil;17539;1
2011-00-26 08:51:00;nil;17539;1
2011-00-26 08:51:00;nil;17539;4
2011-00-26 08:51:00;nil;17539;0
2011-00-26 08:51:00;nil;17539;0
2011-00-26 08:52:00;nil;17539;0
2011-00-26 08:52:00;nil;17539;0
2011-00-26 08:52:00;nil;17539;1
2011-00-26 08:53:00;nil;17539;0
2011-00-26 08:53:00;nil;17539;0
2011-00-26 08:54:00;nil;17539;0
2011-00-26 08:54:00;nil;17539;1
2011-00-26 08:54:00;nil;17539;1
2011-00-26 08:55:00;nil;17539;1
2011-00-26 08:56:00;nil;17539;0
2011-00-26 08:56:00;nil;17539;1
2011-00-26 08:57:00;nil;17539;0
2011-00-26 08:57:00;nil;17539;0
2011-00-26 08:57:00;nil;17539;0
2011-00-26 08:58:00;nil;17539;0
2011-00-26 08:58:00;nil;17539;1
2011-00-26 09:00:00;nil;17539;0
2011-00-26 09:00:00;nil;17539;0
2011-00-26 09:00:00;nil;17539;1
2011-00-26 09:00:00;nil;17539;0
2011-00-26 09:01:00;nil;17539;1
2011-00-26 09:01:00;nil;17539;0
2011-00-26 09:01:00;nil;17539;0
2011-00-26 09:02:00;nil;17539;0
2011-00-26 09:02:00;nil;17539;0
2011-00-26 09:02:00;nil;17539;0
2011-00-26 09:03:00;nil;17539;1
2011-00-26 09:04:00;nil;17539;1
2011-00-26 09:04:00;nil;17539;1
2011-00-26 09:04:00;nil;17539;0
2011-00-26 09:05:00;nil;17539;1
2011-00-26 09:05:00;nil;17539;0
2011-00-26 09:05:00;nil;17539;0
